datetime,hour,co,benzene,nox,no2,temp,humidity
2004-04-13 19:00:00,19,5.0,21.7,259.0,144.0,14.7,47.0
2004-04-13 20:00:00,20,3.5,14.6,205.0,129.0,14.1,49.6
2004-04-13 21:00:00,21,2.1,9.3,144.0,108.0,13.5,54.1
2004-04-13 22:00:00,22,2.1,9.4,152.0,104.0,12.3,59.2
2004-04-13 23:00:00,23,1.5,6.8,108.0,90.0,11.6,62.2
2004-04-14 00:00:00,0,1.1,4.9,64.0,74.0,11.5,61.4
2004-04-14 01:00:00,1,0.9,3.9,73.0,73.0,10.9,64.6
2004-04-14 02:00:00,2,0.7,2.7,47.0,60.0,11.1,63.2
2004-04-14 03:00:00,3,0.4,1.9,54.66667,64.0,10.7,64.4
2004-04-14 04:00:00,4,0.66667,1.7,45.0,57.0,10.7,63.8
2004-04-14 05:00:00,5,0.9,3.3,79.0,62.0,10.2,65.8
2004-04-14 06:00:00,6,1.6,7.4,113.0,71.0,10.3,65.6
2004-04-14 07:00:00,7,3.9,18.2,263.0,94.0,10.8,64.0
2004-04-14 08:00:00,8,5.0,27.7,275.0,99.0,13.3,55.6
2004-04-14 09:00:00,9,4.3,18.3,263.0,119.0,15.8,46.8
2004-04-14 10:00:00,10,2.7,12.3,183.0,103.0,19.5,34.4
2004-04-14 11:00:00,11,2.1,8.9,147.0,95.0,21.1,30.2
2004-04-14 12:00:00,12,2.1,10.4,132.0,95.0,18.4,34.2
2004-04-15 09:00:00,9,3.9,19.1,309.0,114.0,13.5,53.4
2004-04-15 10:00:00,10,3.8,17.3,327.0,127.0,15.0,49.3
2004-04-15 11:00:00,11,3.8,17.5,299.0,135.0,17.1,42.1
2004-04-15 12:00:00,12,3.9,17.0,257.0,135.0,18.4,36.9
2004-04-15 13:00:00,13,3.5,17.0,195.0,120.0,19.3,35.4
2004-04-15 14:00:00,14,4.0,19.5,231.0,129.0,19.2,35.7
2004-04-15 15:00:00,15,3.0,14.8,170.0,114.0,21.5,30.4
2004-04-15 16:00:00,16,3.1,14.0,192.0,129.0,19.6,34.6
2004-04-15 17:00:00,17,5.2,24.4,251.0,149.0,19.6,35.5
2004-04-15 18:00:00,18,5.9,28.1,289.0,149.0,18.3,44.1
2004-04-15 19:00:00,19,7.3,33.7,351.0,158.0,17.4,47.8
2004-04-15 20:00:00,20,6.1,24.2,319.0,148.0,16.8,49.8
2004-04-15 21:00:00,21,4.6,19.8,264.0,134.0,16.2,53.2
2004-04-15 22:00:00,22,2.5,9.3,144.0,111.0,14.9,59.1
2004-04-15 23:00:00,23,2.2,7.3,119.0,106.0,13.9,64.0
2004-04-16 00:00:00,0,2.0,7.1,120.0,108.0,13.7,66.8
2004-04-16 01:00:00,1,1.9,6.7,96.0,93.0,13.4,69.6
2004-04-16 02:00:00,2,1.6,6.0,77.0,83.0,12.8,71.9
2004-04-16 03:00:00,3,1.0,2.7,62.0,67.66667,12.9,68.5
2004-04-16 04:00:00,4,1.0,3.6,63.0,69.0,11.9,74.8
2004-04-16 05:00:00,5,1.2,5.4,97.0,77.0,11.6,76.4
2004-04-16 06:00:00,6,2.0,10.0,180.0,87.0,11.7,75.3
2004-04-16 07:00:00,7,4.5,23.2,352.0,109.0,12.8,71.0
2004-04-16 08:00:00,8,4.1,18.7,279.0,116.0,13.8,61.1
2004-04-16 09:00:00,9,2.6,9.9,186.0,105.0,15.3,51.4
2004-04-16 10:00:00,10,2.3,10.2,169.0,106.0,16.6,48.7
2004-04-16 11:00:00,11,2.6,11.0,172.0,108.0,17.6,46.7
2004-04-16 12:00:00,12,2.4,10.5,127.0,100.0,19.2,42.7
2004-04-16 13:00:00,13,4.3,18.9,230.0,149.0,15.7,62.5
2004-04-16 14:00:00,14,4.6,18.9,280.0,148.0,14.5,75.7
2004-04-16 15:00:00,15,4.0,17.5,242.0,126.0,14.4,77.4
2004-04-16 16:00:00,16,4.7,17.7,250.0,140.0,14.6,74.9
2004-04-16 17:00:00,17,5.7,23.0,309.0,142.0,14.6,76.0
2004-04-16 18:00:00,18,5.2,20.4,270.0,141.0,14.0,76.3
2004-04-16 19:00:00,19,6.4,26.8,323.0,149.0,13.9,78.0
2004-04-16 20:00:00,20,6.0,19.9,307.0,140.0,13.8,78.0
2004-04-16 21:00:00,21,3.4,12.5,224.0,117.0,13.5,79.4
2004-04-16 22:00:00,22,2.7,9.6,166.0,103.0,13.1,80.1
2004-04-16 23:00:00,23,3.1,10.0,171.0,99.0,12.8,81.0
2004-04-17 00:00:00,0,2.6,8.1,169.0,100.0,12.7,80.6
2004-04-17 01:00:00,1,2.2,7.1,120.0,88.0,12.5,81.8
2004-04-17 02:00:00,2,1.9,6.4,103.0,83.0,12.7,81.2
2004-04-23 05:00:00,5,0.6,2.9,59.0,59.0,14.2,52.2
2004-04-23 06:00:00,6,0.8,4.9,72.0,67.0,14.3,55.4
2004-04-23 07:00:00,7,4.0,22.6,244.0,95.0,14.0,58.0
2004-04-23 08:00:00,8,5.6,31.1,351.0,123.0,15.4,53.3
2004-04-23 09:00:00,9,5.0,22.1,358.0,142.0,19.1,42.1
2004-04-23 10:00:00,10,3.2,18.3,245.0,142.0,23.7,31.0
2004-04-23 11:00:00,11,3.8,22.0,240.0,169.0,26.9,25.7
2004-04-23 12:00:00,12,3.3,20.1,179.0,142.0,29.7,20.6
2004-04-23 13:00:00,13,3.0,18.9,160.0,136.0,29.2,21.5
2004-04-23 14:00:00,14,3.2,20.6,174.0,147.0,29.6,20.1
2004-04-23 15:00:00,15,4.4,25.3,260.0,196.0,30.0,19.4
2004-04-23 16:00:00,16,4.6,25.8,281.0,186.0,29.5,20.1
2004-04-23 17:00:00,17,5.2,30.6,284.0,177.0,27.0,26.8
2004-04-23 18:00:00,18,4.8,27.1,250.0,164.0,24.9,30.8
2004-04-23 19:00:00,19,5.6,32.5,281.0,161.0,23.1,36.7
2004-04-23 20:00:00,20,4.6,20.8,230.0,146.0,21.5,40.8
2004-04-23 21:00:00,21,1.8,10.9,98.0,98.0,20.5,41.5
2004-04-23 22:00:00,22,2.2,13.0,121.0,108.0,19.2,44.9
2004-04-23 23:00:00,23,2.0,11.8,110.0,107.0,18.8,47.7
2004-04-24 00:00:00,0,2.8,13.4,161.0,113.0,18.2,49.7
2004-04-24 01:00:00,1,2.6,13.4,148.0,100.0,16.1,57.4
2004-04-24 02:00:00,2,1.8,9.0,109.0,87.0,16.3,55.3
2004-04-24 03:00:00,3,1.1,5.8,76.66667,75.33333,15.7,53.6
2004-04-24 04:00:00,4,0.76667,3.8,45.0,60.0,16.9,49.8
2004-04-24 05:00:00,5,0.7,3.7,71.0,65.0,14.8,57.7
2004-04-24 06:00:00,6,0.9,5.7,75.0,64.0,14.0,59.7
2004-04-24 07:00:00,7,1.5,10.0,106.0,73.0,14.6,56.8
2004-04-24 08:00:00,8,2.5,15.0,166.0,86.0,16.7,51.9
2004-04-24 09:00:00,9,3.0,15.6,188.0,105.0,20.0,45.0
2004-04-24 10:00:00,10,2.6,12.3,161.0,107.0,23.9,33.7
2004-04-24 11:00:00,11,2.6,14.4,139.0,114.0,26.8,29.5
2004-04-24 12:00:00,12,2.6,14.6,134.0,105.0,27.2,32.4
2004-04-24 13:00:00,13,1.9,8.7,84.0,74.0,26.9,32.1
2004-04-24 14:00:00,14,2.0,11.0,98.0,95.0,24.3,41.8
2004-04-24 15:00:00,15,1.7,9.0,91.0,89.0,25.6,36.0
2004-04-24 16:00:00,16,1.9,10.7,99.0,95.0,27.0,31.8
2004-04-24 17:00:00,17,1.8,9.9,90.0,93.0,27.5,31.6
2004-04-24 18:00:00,18,2.8,15.7,147.0,123.0,24.9,38.1
2004-04-24 19:00:00,19,3.5,19.4,177.0,134.0,23.4,39.7
2004-04-24 20:00:00,20,3.4,16.8,162.0,126.0,21.2,50.8
2004-04-24 21:00:00,21,2.0,6.8,88.0,79.0,15.6,73.5
2004-04-24 22:00:00,22,1.1,3.0,53.0,54.0,12.9,79.7
2004-04-24 23:00:00,23,1.3,3.2,68.0,69.0,11.5,76.9
2004-04-25 00:00:00,0,1.2,3.1,61.0,67.0,12.2,66.8
2004-04-25 01:00:00,1,1.3,3.9,71.0,73.0,12.4,64.1
2004-04-25 02:00:00,2,1.0,3.6,63.0,73.0,12.7,58.7
2004-04-25 03:00:00,3,1.3,4.5,33.33333,47.66667,12.6,58.6
2004-04-25 04:00:00,4,0.73333,1.2,23.0,33.0,12.5,51.2
2004-04-25 05:00:00,5,0.3,0.7,14.0,20.0,12.5,50.9
2004-04-25 06:00:00,6,0.5,1.1,34.0,37.0,12.8,49.3
2004-04-25 07:00:00,7,0.6,1.4,42.0,50.0,13.5,48.6
2004-04-25 08:00:00,8,0.6,1.6,40.0,45.0,14.4,45.9
2004-04-25 09:00:00,9,0.8,2.3,48.0,48.0,15.1,43.9
2004-04-25 10:00:00,10,1.0,2.5,61.0,56.0,16.6,38.6
2004-04-25 11:00:00,11,0.9,2.7,58.0,58.0,17.2,35.0
2004-04-25 12:00:00,12,1.0,2.7,57.0,52.0,17.4,33.9
2004-04-25 13:00:00,13,0.8,2.2,54.0,52.0,17.9,30.7
2004-04-25 14:00:00,14,0.7,2.0,41.0,44.0,18.3,27.2
2004-04-25 15:00:00,15,0.9,3.4,57.0,59.0,19.4,25.7
2004-04-25 16:00:00,16,1.3,4.5,83.0,74.0,20.2,24.1
2004-04-25 17:00:00,17,1.4,4.7,81.0,76.0,19.6,24.9
2004-04-25 18:00:00,18,1.5,6.0,98.0,83.0,18.5,27.8
2004-04-25 19:00:00,19,2.7,11.7,124.0,100.0,17.8,30.3
2004-04-25 20:00:00,20,2.5,8.2,133.0,101.0,16.6,34.0
2004-04-25 21:00:00,21,1.4,5.1,100.0,90.0,15.5,37.0
2004-04-25 22:00:00,22,2.8,13.0,116.0,93.0,14.8,39.5
2004-04-25 23:00:00,23,2.1,7.0,102.0,79.0,14.5,42.0
2004-04-26 00:00:00,0,1.1,3.9,55.0,57.0,14.1,44.9
2004-04-26 01:00:00,1,0.7,2.2,33.0,43.0,14.2,45.5
2004-04-26 02:00:00,2,0.4,1.3,17.0,25.0,14.1,45.3
2004-04-26 03:00:00,3,0.3,0.8,25.33333,40.0,14.0,44.3
2004-04-26 04:00:00,4,0.4,0.6,10.0,17.0,14.1,43.0
2004-04-26 05:00:00,5,0.4,1.2,35.0,44.0,13.9,43.9
2004-04-26 06:00:00,6,0.8,3.4,70.0,72.0,14.0,43.8
2004-04-26 07:00:00,7,1.9,7.5,116.0,91.0,14.4,43.6
2004-04-26 08:00:00,8,2.1,8.9,134.0,89.0,15.0,41.7
2004-04-26 09:00:00,9,1.4,5.3,113.0,84.0,16.3,38.4
2004-04-26 10:00:00,10,1.4,5.4,110.0,83.0,18.3,32.3
2004-04-26 11:00:00,11,1.3,5.2,98.0,78.0,18.8,31.7
2004-04-26 12:00:00,12,1.5,6.6,96.0,80.0,19.6,30.9
2004-04-26 13:00:00,13,1.6,6.9,95.0,75.0,20.2,30.7
2004-04-26 14:00:00,14,1.3,5.4,86.0,77.0,19.7,32.5
2004-04-26 15:00:00,15,1.4,6.0,86.0,77.0,20.7,31.6
2004-04-26 16:00:00,16,1.5,6.4,91.0,81.0,20.0,32.7
2004-04-26 17:00:00,17,2.2,10.7,119.0,101.0,18.6,35.4
2004-04-26 18:00:00,18,3.2,13.9,147.0,119.0,18.3,35.9
2004-04-26 19:00:00,19,3.0,12.5,135.0,111.0,17.8,37.5
2004-04-26 20:00:00,20,2.6,9.3,124.0,109.0,17.3,38.8
2004-04-26 21:00:00,21,1.6,6.7,89.0,101.0,17.3,38.8
2004-04-26 22:00:00,22,1.5,5.3,79.0,89.0,16.4,40.8
2004-04-26 23:00:00,23,1.2,4.0,63.0,75.0,16.0,41.4
2004-04-27 00:00:00,0,0.8,2.2,39.0,51.0,15.4,43.0
2004-04-27 01:00:00,1,0.7,1.7,25.0,39.0,15.7,42.5
2004-04-27 02:00:00,2,0.5,1.6,19.0,32.0,15.6,43.4
2004-04-27 03:00:00,3,0.5,1.5,38.33333,52.33333,15.2,45.8
2004-04-27 04:00:00,4,0.56667,2.5,34.0,49.0,14.7,49.9
2004-04-27 05:00:00,5,0.7,3.3,58.0,68.0,15.5,47.3
2004-04-27 06:00:00,6,1.4,8.9,112.0,76.0,14.4,53.1
2004-04-27 07:00:00,7,4.1,23.4,314.0,122.0,15.9,48.5
2004-04-27 08:00:00,8,4.6,23.8,240.0,129.0,18.1,40.3
2004-04-27 09:00:00,9,1.9,7.9,128.0,94.0,19.6,35.9
2004-04-27 10:00:00,10,1.9,8.2,141.0,99.0,22.8,29.1
2004-04-27 11:00:00,11,1.7,8.8,118.0,81.0,24.8,25.3
2004-04-27 12:00:00,12,2.4,14.6,132.0,87.0,27.2,22.0
2004-04-27 13:00:00,13,3.0,18.0,150.0,107.0,28.2,20.4
2004-04-27 14:00:00,14,2.0,12.0,121.0,95.0,25.4,24.2
2004-04-27 15:00:00,15,2.7,14.8,149.0,110.0,25.7,23.8
2004-04-27 16:00:00,16,2.2,12.5,120.0,99.0,27.2,22.1
2004-04-27 17:00:00,17,2.9,15.5,155.0,113.0,27.0,22.3
2004-04-27 18:00:00,18,3.4,17.7,172.0,127.0,24.5,27.8
2004-04-27 19:00:00,19,3.9,21.6,177.0,131.0,23.7,30.2
2004-04-27 20:00:00,20,3.6,18.9,181.0,137.0,21.5,34.5
2004-04-27 21:00:00,21,2.5,12.5,135.0,122.0,19.9,37.8
2004-04-27 22:00:00,22,1.8,8.8,99.0,100.0,18.9,40.6
2004-04-27 23:00:00,23,2.0,10.9,111.0,108.0,17.9,43.5
2004-04-28 00:00:00,0,1.3,8.0,72.0,83.0,17.4,46.3
2004-04-28 01:00:00,1,1.0,4.4,54.0,74.0,18.1,44.7
2004-04-28 02:00:00,2,0.6,2.8,41.0,64.0,16.5,50.1
2004-04-28 03:00:00,3,0.6,2.7,64.33333,64.33333,14.2,56.9
2004-04-28 04:00:00,4,0.6,2.2,24.0,40.0,14.7,56.2
2004-04-28 05:00:00,5,0.5,2.5,29.0,39.0,16.3,52.8
2004-04-28 06:00:00,6,1.1,7.5,76.0,69.0,13.9,60.7
2004-04-28 07:00:00,7,5.5,30.4,321.0,104.0,15.0,58.3
2004-04-28 08:00:00,8,4.2,22.0,274.0,100.0,16.1,54.8
2004-04-28 09:00:00,9,4.6,24.7,322.0,146.0,19.3,46.4
2004-04-28 10:00:00,10,3.4,18.4,255.0,155.0,24.2,33.8
2004-04-28 11:00:00,11,2.8,16.8,196.0,139.0,26.7,28.7
2004-04-28 12:00:00,12,2.5,14.2,136.0,121.0,27.4,28.2
2004-04-28 13:00:00,13,2.4,15.7,119.0,108.0,28.1,26.9
2004-04-28 14:00:00,14,3.2,21.9,169.0,126.0,27.7,26.5
2004-04-28 15:00:00,15,3.5,20.8,197.0,145.0,28.4,23.4
2004-04-28 16:00:00,16,2.9,16.2,140.0,121.0,28.4,26.0
2004-04-28 17:00:00,17,3.6,19.8,178.0,145.0,27.3,30.0
2004-04-28 18:00:00,18,4.8,28.9,223.0,160.0,24.3,37.3
2004-04-28 19:00:00,19,5.4,28.3,222.0,155.0,23.1,42.2
2004-04-28 20:00:00,20,5.3,24.9,265.0,162.0,21.8,43.6
2004-04-28 21:00:00,21,2.7,13.1,151.0,129.0,19.8,46.8
2004-04-28 22:00:00,22,1.4,8.6,79.0,96.0,19.6,49.8
2004-04-28 23:00:00,23,1.6,9.5,87.0,92.0,17.9,56.2
2004-04-29 00:00:00,0,1.5,7.8,88.0,89.0,17.4,55.6
2004-04-29 01:00:00,1,1.0,5.2,51.0,61.0,16.8,59.5
2004-04-29 02:00:00,2,0.6,2.8,34.0,54.0,15.9,60.1
2004-04-29 03:00:00,3,0.4,2.3,41.0,50.0,15.6,61.2
2004-04-29 04:00:00,4,0.76667,2.5,31.0,44.0,14.6,63.4
2004-04-29 05:00:00,5,0.8,4.4,76.0,57.0,13.3,67.0
2004-04-29 06:00:00,6,1.5,9.4,139.0,68.0,12.9,66.5
2004-04-29 07:00:00,7,4.9,29.8,293.0,95.0,14.8,61.3
2004-04-29 08:00:00,8,7.2,36.2,368.0,125.0,16.1,56.5
2004-04-29 09:00:00,9,3.5,18.0,250.0,135.0,18.6,47.8
2004-04-29 10:00:00,10,2.1,10.9,145.0,118.0,23.8,30.2
2004-04-29 11:00:00,11,1.5,9.0,110.0,91.0,25.4,25.0
2004-04-29 12:00:00,12,2.0,14.4,104.0,89.0,25.6,25.5
2004-04-29 13:00:00,13,3.8,22.3,205.0,129.0,24.9,29.9
2004-04-29 14:00:00,14,3.4,20.9,201.0,122.0,22.4,37.9
2004-04-29 15:00:00,15,4.4,23.1,266.0,138.0,21.7,44.0
2004-04-29 16:00:00,16,3.9,21.2,246.0,136.0,21.4,44.4
2004-04-29 17:00:00,17,4.9,24.8,247.0,143.0,20.8,45.3
2004-04-29 18:00:00,18,5.4,28.6,271.0,145.0,20.2,48.6
2004-04-29 19:00:00,19,6.5,32.6,332.0,146.0,20.2,50.8
2004-04-29 20:00:00,20,4.3,19.2,245.0,122.0,18.6,57.6
2004-04-29 21:00:00,21,2.9,16.3,180.0,112.0,18.2,58.8
2004-04-29 22:00:00,22,2.7,13.7,156.0,102.0,17.8,61.0
2004-04-29 23:00:00,23,2.8,13.6,172.0,97.0,17.0,70.7
2004-04-30 00:00:00,0,2.3,11.1,137.0,85.0,16.2,76.9
2004-04-30 01:00:00,1,1.7,7.6,91.0,76.0,15.7,78.6
2004-04-30 02:00:00,2,1.2,5.9,80.0,74.0,15.7,78.4
2004-04-30 03:00:00,3,1.0,5.0,54.66667,64.0,15.7,77.4
2004-04-30 04:00:00,4,0.76667,4.0,46.0,56.0,15.4,78.5
2004-04-30 05:00:00,5,0.8,4.5,68.0,66.0,15.7,74.7
2004-04-30 06:00:00,6,1.7,9.3,162.0,90.0,15.9,73.1
2004-04-30 07:00:00,7,3.0,18.3,213.0,111.0,16.6,68.2
2004-04-30 08:00:00,8,3.4,19.9,161.0,103.0,18.7,57.6
2004-04-30 09:00:00,9,3.3,16.6,209.0,117.0,17.6,65.0
2004-04-30 10:00:00,10,2.7,12.6,191.0,116.0,16.3,73.2
2004-04-30 11:00:00,11,2.6,12.9,215.0,109.0,16.0,78.5
2004-04-30 12:00:00,12,3.2,14.9,212.0,116.0,17.3,72.4
2004-04-30 13:00:00,13,3.4,17.4,202.0,115.0,19.4,60.9
2004-04-30 14:00:00,14,2.6,15.4,153.0,94.0,21.4,50.9
2004-04-30 15:00:00,15,3.4,16.7,185.0,121.0,22.7,45.8
2004-04-30 16:00:00,16,4.0,18.0,210.0,114.0,20.9,60.8
2004-04-30 17:00:00,17,4.5,19.2,215.0,110.0,21.0,54.3
2004-04-30 18:00:00,18,4.2,21.0,215.0,122.0,20.8,54.4
2004-04-30 19:00:00,19,5.7,26.9,281.0,135.0,19.8,58.6
2004-04-30 20:00:00,20,4.4,19.5,254.0,133.0,19.1,61.1
2004-04-30 21:00:00,21,3.1,15.1,189.0,110.0,18.2,65.4
2004-04-30 22:00:00,22,3.0,14.6,174.0,102.0,18.1,66.1
2004-04-30 23:00:00,23,3.1,13.7,167.0,108.0,17.7,66.9
2004-05-01 00:00:00,0,3.5,15.2,185.0,110.0,17.8,66.8
2004-05-01 01:00:00,1,2.4,9.3,129.0,84.0,17.3,68.3
2004-05-01 02:00:00,2,1.6,6.5,85.0,71.0,16.5,70.2
2004-05-01 04:00:00,4,0.93333,3.5,35.0,42.0,16.2,69.9
2004-05-01 05:00:00,5,0.6,2.6,24.0,32.0,16.7,67.1
2004-05-01 06:00:00,6,0.7,3.1,30.0,35.0,16.7,66.9
2004-05-01 07:00:00,7,1.2,6.5,75.0,67.0,16.9,66.5
2004-05-01 08:00:00,8,1.5,6.5,79.0,73.0,17.7,62.0
2004-05-01 09:00:00,9,1.8,8.8,104.0,86.0,19.4,54.6
2004-05-01 10:00:00,10,2.1,8.8,118.0,89.0,21.6,46.1
2004-05-01 11:00:00,11,1.9,9.2,105.0,86.0,24.6,36.7
2004-05-01 12:00:00,12,2.0,9.2,101.0,86.0,26.0,31.9
2004-05-01 13:00:00,13,1.3,6.1,65.0,66.0,25.6,31.5
2004-05-01 14:00:00,14,1.3,6.5,59.0,68.0,24.8,34.8
2004-05-01 15:00:00,15,1.8,9.2,80.0,82.0,26.1,30.3
2004-05-01 16:00:00,16,2.0,8.3,98.0,91.0,25.5,33.5
2004-05-01 17:00:00,17,1.8,8.3,89.0,95.0,23.7,37.2
2004-05-01 18:00:00,18,2.4,11.0,114.0,104.0,22.3,38.9
2004-05-01 19:00:00,19,4.0,14.7,195.0,131.0,20.7,42.8
2004-05-01 20:00:00,20,2.8,10.8,156.0,112.0,19.0,51.7
2004-05-01 21:00:00,21,2.0,9.4,109.0,100.0,17.8,55.5
2004-05-01 22:00:00,22,3.6,14.8,184.0,115.0,17.4,57.6
2004-05-01 23:00:00,23,3.7,13.3,190.0,129.0,17.6,58.5
2004-05-02 00:00:00,0,2.3,8.4,105.0,99.0,17.2,59.3
2004-05-02 01:00:00,1,1.8,7.9,76.0,74.0,17.1,60.4
2004-05-02 02:00:00,2,0.9,5.5,38.0,55.0,16.4,62.2
2004-05-02 04:00:00,4,1.03333,3.3,26.0,35.0,14.8,65.8
2004-05-02 05:00:00,5,0.6,2.6,33.0,37.0,14.7,65.2
2004-05-02 06:00:00,6,0.7,3.6,57.0,45.0,13.1,70.2
2004-05-02 07:00:00,7,0.8,4.8,48.0,46.0,14.3,66.2
2004-05-02 08:00:00,8,1.2,5.9,87.0,68.0,16.0,61.6
2004-05-02 09:00:00,9,1.4,6.9,94.0,77.0,17.7,56.4
2004-05-02 10:00:00,10,1.6,8.5,89.0,79.0,21.3,44.7
2004-05-02 11:00:00,11,1.3,6.1,78.0,72.0,23.6,36.4
2004-05-02 12:00:00,12,1.3,6.2,72.0,68.0,24.3,34.0
2004-05-02 13:00:00,13,1.1,4.8,64.0,64.0,24.4,32.7
2004-05-02 14:00:00,14,1.2,6.8,70.0,73.0,24.6,31.7
2004-05-02 15:00:00,15,1.5,7.0,92.0,84.0,23.9,34.3
2004-05-02 16:00:00,16,1.1,5.5,69.0,67.0,25.9,28.1
2004-05-02 17:00:00,17,1.9,9.5,131.0,106.0,24.5,32.3
2004-05-02 18:00:00,18,2.3,11.9,144.0,114.0,22.6,39.3
2004-05-02 19:00:00,19,3.3,13.8,209.0,123.0,21.2,47.5
2004-05-02 20:00:00,20,2.6,10.7,170.0,108.0,19.9,54.9
2004-05-02 21:00:00,21,2.2,9.7,152.0,100.0,19.4,52.1
2004-05-02 22:00:00,22,2.3,10.2,171.0,118.0,19.4,42.6
2004-05-02 23:00:00,23,2.0,8.3,153.0,121.0,19.1,44.1
2004-05-03 00:00:00,0,1.6,7.1,97.0,94.0,18.0,49.3
2004-05-03 01:00:00,1,0.8,3.0,37.0,52.0,17.6,54.6
2004-05-03 02:00:00,2,0.6,2.2,26.0,39.0,16.4,62.1
2004-05-03 04:00:00,4,0.46667,1.5,25.0,33.0,16.0,61.4
2004-05-03 05:00:00,5,0.7,3.7,61.0,57.0,15.8,64.3
2004-05-03 06:00:00,6,1.3,8.2,152.0,80.0,16.0,65.8
2004-05-03 07:00:00,7,3.4,21.1,283.0,101.0,16.8,62.5
2004-05-03 08:00:00,8,4.7,26.5,320.0,109.0,16.9,66.1
2004-05-03 09:00:00,9,3.4,17.4,318.0,109.0,17.4,68.9
2004-05-03 10:00:00,10,2.5,12.9,201.0,111.0,21.4,45.0
2004-05-03 11:00:00,11,2.0,10.9,135.0,102.0,23.9,30.7
2004-05-03 12:00:00,12,1.9,11.0,127.0,96.0,26.8,25.2
2004-05-03 13:00:00,13,1.7,10.8,102.0,90.0,28.4,23.6
2004-05-03 14:00:00,14,1.4,10.0,74.0,69.0,30.3,20.1
2004-05-03 15:00:00,15,1.5,11.2,81.0,74.0,30.9,19.7
2004-05-03 16:00:00,16,2.4,16.8,129.0,102.0,30.2,20.5
2004-05-03 17:00:00,17,3.9,23.6,190.0,128.0,26.4,34.6
2004-05-03 18:00:00,18,4.2,23.3,192.0,130.0,24.9,39.4
2004-05-03 19:00:00,19,3.7,19.4,163.0,120.0,23.5,43.7
2004-05-03 20:00:00,20,3.2,13.1,149.0,113.0,19.3,63.1
2004-05-03 21:00:00,21,2.0,9.8,119.0,100.0,18.7,64.6
2004-05-03 22:00:00,22,1.1,5.3,61.0,70.0,19.5,57.1
2004-05-03 23:00:00,23,1.5,6.7,84.0,83.0,18.9,62.5
2004-05-04 00:00:00,0,1.3,5.5,79.0,81.0,18.4,65.8
2004-05-04 01:00:00,1,1.0,3.7,58.0,69.0,16.4,79.2
2004-05-04 02:00:00,2,0.6,2.2,32.0,48.0,16.1,80.0
2004-05-04 04:00:00,4,0.63333,1.5,21.0,28.0,15.6,81.0
2004-05-04 05:00:00,5,0.6,2.9,49.0,47.0,15.7,80.5
2004-05-04 06:00:00,6,1.9,9.9,180.0,88.0,16.0,80.8
2004-05-04 07:00:00,7,4.5,23.0,302.0,109.0,16.6,78.0
2004-05-04 08:00:00,8,4.3,22.3,258.0,113.0,16.1,79.2
2004-05-04 09:00:00,9,3.2,16.2,192.0,104.0,17.7,70.8
2004-05-04 10:00:00,10,1.3,7.9,84.0,65.0,20.3,54.8
2004-05-04 11:00:00,11,2.2,12.4,128.0,87.0,21.2,49.3
2004-05-04 12:00:00,12,2.6,13.6,145.0,99.0,21.5,47.9
2004-05-04 13:00:00,13,2.3,12.3,132.0,100.0,21.4,47.7
2004-05-04 14:00:00,14,2.4,12.1,136.0,105.0,20.4,54.0
2004-05-04 15:00:00,15,2.6,12.9,140.0,97.0,19.9,57.1
2004-05-04 16:00:00,16,1.2,6.3,55.0,54.0,19.9,55.2
2004-05-04 17:00:00,17,1.6,10.6,67.0,59.0,19.5,55.7
2004-05-04 18:00:00,18,3.9,20.6,191.0,109.0,18.3,62.8
2004-05-04 19:00:00,19,4.7,22.1,227.0,125.0,17.2,68.3
2004-05-04 20:00:00,20,5.4,20.8,264.0,132.0,16.1,75.2
2004-05-04 21:00:00,21,3.0,11.8,196.0,110.0,16.6,70.8
2004-05-04 22:00:00,22,0.9,4.3,43.0,53.0,18.5,56.0
2004-05-04 23:00:00,23,1.1,5.0,58.0,61.0,17.3,59.5
2004-05-05 00:00:00,0,0.7,2.3,33.0,41.0,18.6,52.3
2004-05-05 01:00:00,1,0.5,1.4,14.0,22.0,19.0,49.8
2004-05-05 02:00:00,2,0.5,1.5,18.0,28.0,15.7,64.5
2004-05-05 04:00:00,4,0.6,2.1,28.0,41.0,14.7,74.1
2004-05-05 05:00:00,5,0.8,3.5,56.0,54.0,14.6,77.1
2004-05-05 06:00:00,6,1.3,6.9,108.0,81.0,14.5,78.3
2004-05-05 07:00:00,7,3.5,19.1,251.0,107.0,15.1,76.8
2004-05-05 09:00:00,9,3.9,18.9,255.0,124.0,16.4,72.4
2004-05-05 10:00:00,10,2.9,13.0,214.0,123.0,16.3,68.6
2004-05-05 11:00:00,11,2.6,13.0,190.0,120.0,17.2,62.9
2004-05-05 12:00:00,12,3.0,14.5,182.0,113.0,17.4,61.1
2004-05-05 13:00:00,13,3.7,19.7,202.0,114.0,16.8,66.8
2004-05-05 14:00:00,14,3.9,19.4,224.0,120.0,17.3,62.6
2004-05-05 15:00:00,15,3.5,16.4,221.0,125.0,17.5,60.8
2004-05-05 16:00:00,16,2.4,11.2,126.0,88.0,17.5,59.2
2004-05-05 17:00:00,17,1.6,10.0,79.0,72.0,17.7,56.9
2004-05-05 18:00:00,18,3.0,14.6,137.0,103.0,17.1,61.5
2004-05-05 19:00:00,19,1.6,8.5,68.0,67.0,17.5,63.9
